"method";"fold";"lambda";"loglik";"niter";"exetime"
"BL";4;1e-05;-383,569569824407;76;0,21999999997206
"BL";4;1,77827941003892e-05;-379,108482071106;56;0,139999999897555
"BL";4;3,16227766016838e-05;-376,240576972265;42;0,130000000121072
"BL";4;5,62341325190349e-05;-374,35563017088;33;0,109999999869615
"BL";4;1e-04;-372,988566372936;26;0,110000000102445
"BL";4;0,000177827941003892;-372,106938525265;19;0,0799999998416752
"BL";4;0,000316227766016838;-371,907732664517;14;0,090000000083819
"BL";4;0,000562341325190349;-372,531347738779;11;0,139999999897555
"BL";4;0,001;-373,922414485336;9;0,0800000000745058
"BL";4;0,00177827941003892;-375,784481089791;8;0,0800000000745058
"BL";4;0,00316227766016838;-377,656148434363;7;0,0700000000651926
"BL";4;0,00562341325190349;-379,165295718293;6;0,0999999998603016
"BL";4;0,01;-380,180092017015;6;0,0800000000745058
"BL";4;0,0177827941003892;-380,73328520939;5;0,0600000000558794
"BL";4;0,0316227766016838;-380,924440092621;5;0,0599999998230487
"BL";4;0,0562341325190349;-380,817739610466;5;0,0800000000745058
"BL";4;0,1;-380,47797151476;5;0,0600000000558794
"BL";4;0,177827941003892;-380,005371719308;4;0,0600000000558794
"BL";4;0,316227766016838;-379,527788430907;4;0,0799999998416752
"BL";4;0,562341325190349;-379,136253545853;4;0,0600000000558794
"BL";4;1;-378,860019356803;4;0,0700000000651926
"BL";4;1,77827941003892;-378,683182376537;3;0,0599999998230487
"BL";4;3,16227766016838;-378,57625994786;3;0,0600000000558794
"BL";4;5,62341325190349;-378,51374890238;3;0,0600000000558794
"BL";4;10;-378,479031506877;7;0,0800000000745058
"BL";5;1e-06;-422,588034838915;169;0,359999999869615
"BL";5;1,77827941003892e-06;-401,784512991157;185;0,390000000130385
"BL";5;3,16227766016838e-06;-390,162947694615;177;0,359999999869615
"BL";5;5,62341325190349e-06;-385,31198205213;140;0,360000000102445
"BL";5;1e-05;-384,660292034925;101;0,21999999997206
"BL";5;1,77827941003892e-05;-386,160720201031;71;0,25
"BL";5;3,16227766016838e-05;-388,51208730939;49;0,139999999897555
"BL";5;5,62341325190349e-05;-391,000460732899;35;0,110000000102445
"BL";5;1e-04;-393,339383135875;25;0,090000000083819
"BL";5;0,000177827941003892;-395,585334726032;18;0,0999999998603016
"BL";5;0,000316227766016838;-397,987953282709;14;0,0700000000651926
"BL";5;0,000562341325190349;-400,774184042634;10;0,0800000000745058
"BL";5;0,001;-403,922244774706;8;0,0799999998416752
"BL";5;0,00177827941003892;-407,196293882841;6;0,0600000000558794
"BL";5;0,00316227766016838;-410,222507538389;5;0,0800000000745058
"BL";5;0,00562341325190349;-412,709493111293;5;0,0600000000558794
"BL";5;0,01;-414,559234278634;5;0,0699999998323619
"BL";5;0,0177827941003892;-415,853728030213;4;0,0600000000558794
"BL";5;0,0316227766016838;-416,749786157205;4;0,0800000000745058
"BL";5;0,0562341325190349;-417,390441080409;4;0,0599999998230487
"BL";5;0,1;-417,87039057737;4;0,0600000000558794
"BL";5;0,177827941003892;-418,243744255938;3;0,0600000000558794
"BL";5;0,316227766016838;-418,525604703397;3;0,0700000000651926
"BL";5;0,562341325190349;-418,731542640734;3;0,0599999998230487
"BL";5;1;-418,872386110288;3;0,0600000000558794
"BL";5;1,77827941003892;-418,962749806096;3;0,0600000000558794
"BL";5;3,16227766016838;-419,017924949579;3;0,0700000000651926
"BL";5;5,62341325190349;-419,050293239776;3;0,0599999998230487
"BL";5;10;-419,065794632093;7;0,110000000102445
"PG";1;1e-06;-373,880371210421;135;1,58999999985099
"PG";1;1,77827941003892e-06;-352,76139952798;117;1,28000000002794
"PG";1;3,16227766016838e-06;-338,371710414733;90;1,02000000001863
"PG";1;5,62341325190349e-06;-329,693498357716;65;0,729999999981374
"PG";1;1e-05;-325,948078300906;46;0,709999999962747
"PG";1;1,77827941003892e-05;-326,36342302855;33;0,430000000167638
"PG";1;3,16227766016838e-05;-329,944251073212;25;0,349999999860302
"PG";1;5,62341325190349e-05;-335,499869383877;20;0,260000000009313
"PG";1;1e-04;-341,939819696;15;0,21999999997206
"PG";1;0,000177827941003892;-348,559233275436;12;0,170000000158325
"PG";1;0,000316227766016838;-355,068550511233;10;0,159999999916181
"PG";1;0,000562341325190349;-361,400083760417;8;0,120000000111759
"PG";1;0,001;-367,464703810999;7;0,129999999888241
"PG";1;0,00177827941003892;-373,013451899751;6;0,110000000102445
"PG";1;0,00316227766016838;-377,684796139237;5;0,0899999998509884
"PG";1;0,00562341325190349;-381,214152206231;5;0,100000000093132
"PG";1;0,01;-383,578528234008;5;0,0899999998509884
"PG";1;0,0177827941003892;-384,963381287605;4;0,090000000083819
"PG";1;0,0316227766016838;-385,625324744163;4;0,100000000093132
"PG";1;0,0562341325190349;-385,769450905612;4;0,0799999998416752
"PG";1;0,1;-385,561772716974;4;0,090000000083819
"PG";1;0,177827941003892;-385,162062306699;4;0,0800000000745058
"PG";1;0,316227766016838;-384,725023779567;4;0,0899999998509884
"PG";1;0,562341325190349;-384,357325897336;4;0,0800000000745058
"PG";1;1;-384,094937946135;3;0,0800000000745058
"PG";1;1,77827941003892;-383,92609227012;3;0,0799999998416752
"PG";1;3,16227766016838;-383,823698828198;3;0,0700000000651926
"PG";1;5,62341325190349;-383,763706835683;3;0,0700000000651926
"PG";1;10;-383,73017807232;6;0,109999999869615
"PG";2;1e-06;-480,444596199907;145;2,20999999996275
"PG";2;1,77827941003892e-06;-446,597214564088;125;1,46999999997206
"PG";2;3,16227766016838e-06;-421,055075962235;97;1,12000000011176
"PG";2;5,62341325190349e-06;-401,541846402244;71;1,10999999986961
"PG";2;1e-05;-386,531087239979;51;0,700000000186265
"PG";2;1,77827941003892e-05;-375,103198749671;36;0,459999999962747
"PG";2;3,16227766016838e-05;-366,677810106039;27;0,359999999869615
"PG";2;5,62341325190349e-05;-360,792153848535;20;0,260000000009313
"PG";2;1e-04;-356,961516660184;15;0,21999999997206
"PG";2;0,000177827941003892;-354,707307513969;12;0,170000000158325
"PG";2;0,000316227766016838;-353,676852917332;10;0,139999999897555
"PG";2;0,000562341325190349;-353,673726395125;8;0,140000000130385
"PG";2;0,001;-354,561078979159;6;0,109999999869615
"PG";2;0,00177827941003892;-356,089384817779;5;0,100000000093132
"PG";2;0,00316227766016838;-357,837905319476;5;0,0899999998509884
"PG";2;0,00562341325190349;-359,380755855563;4;0,090000000083819
"PG";2;0,01;-360,474528288658;4;0,0800000000745058
"PG";2;0,0177827941003892;-361,142907193472;4;0,0999999998603016
"PG";2;0,0316227766016838;-361,53432516281;4;0,0700000000651926
"PG";2;0,0562341325190349;-361,805675971663;4;0,100000000093132
"PG";2;0,1;-362,057064012264;4;0,0799999998416752
"PG";2;0,177827941003892;-362,321476179359;4;0,090000000083819
"PG";2;0,316227766016838;-362,585494979974;3;0,0800000000745058
"PG";2;0,562341325190349;-362,813964764493;3;0,0799999998416752
"PG";2;1;-362,98890149889;3;0,0700000000651926
"PG";2;1,77827941003892;-363,109055646421;3;0,0800000000745058
"PG";2;3,16227766016838;-363,185454862722;3;0,0600000000558794
"PG";2;5,62341325190349;-363,2317170847;3;0,0999999998603016
"PG";2;10;-363,260939992916;6;0,340000000083819
"PG";3;1e-06;-471,38982635401;91;1,47999999998137
"PG";3;1,77827941003892e-06;-443,272167320695;85;1,37999999988824
"PG";3;3,16227766016838e-06;-425,038912324431;70;1,04000000003725
"PG";3;5,62341325190349e-06;-413,98397973332;55;1,05000000004657
"PG";3;1e-05;-407,920958719754;42;0,659999999916181
"PG";3;1,77827941003892e-05;-405,305520240366;32;0,590000000083819
"PG";3;3,16227766016838e-05;-405,082448490951;24;0,439999999944121
"PG";3;5,62341325190349e-05;-406,438421824503;19;0,340000000083819
"PG";3;1e-04;-408,669130449499;15;0,28000000002794
"PG";3;0,000177827941003892;-411,204899713235;12;0,25
"PG";3;0,000316227766016838;-413,743287399088;10;0,239999999990687
"PG";3;0,000562341325190349;-416,328355739041;8;0,199999999953434
"PG";3;0,001;-419,184868982653;7;0,169999999925494
"PG";3;0,00177827941003892;-422,346240373696;6;0,140000000130385
"PG";3;0,00316227766016838;-425,495336308517;5;0,139999999897555
"PG";3;0,00562341325190349;-428,22480445931;5;0,149999999906868
"PG";3;0,01;-430,330842655826;4;0,100000000093132
"PG";3;0,0177827941003892;-431,86009425106;4;0,129999999888241
"PG";3;0,0316227766016838;-432,947486627315;4;0,110000000102445
"PG";3;0,0562341325190349;-433,724048675946;4;0,120000000111759
"PG";3;0,1;-434,289894622683;4;0,109999999869615
"PG";3;0,177827941003892;-434,717979269371;4;0,130000000121072
"PG";3;0,316227766016838;-435,051321536364;4;0,139999999897555
"PG";3;0,562341325190349;-435,30594756302;3;0,110000000102445
"PG";3;1;-435,488944779947;3;0,0899999998509884
"PG";3;1,77827941003892;-435,610993737184;3;0,110000000102445
"PG";3;3,16227766016838;-435,687529789781;3;0,0999999998603016
"PG";3;5,62341325190349;-435,733243374701;3;0,400000000139698
"PG";3;10;-435,753073813133;6;0,159999999916181
"PG";4;1e-06;-430,230701994826;103;1,28000000002794
"PG";4;1,77827941003892e-06;-411,998191870432;89;1,54000000003725
"PG";4;3,16227766016838e-06;-399,160131073909;68;1,10000000009313
"PG";4;5,62341325190349e-06;-390,033093060969;50;0,790000000037253
"PG";4;1e-05;-383,53752420092;37;0,639999999897555
"PG";4;1,77827941003892e-05;-379,090246336519;28;0,489999999990687
"PG";4;3,16227766016838e-05;-376,233026593795;21;0,409999999916181
"PG";4;5,62341325190349e-05;-374,353914757563;18;0,320000000065193
"PG";4;1e-04;-372,988896876015;15;0,28000000002794
"PG";4;0,000177827941003892;-372,107497768225;12;0,25
"PG";4;0,000316227766016838;-371,909896751118;10;0,21999999997206
"PG";4;0,000562341325190349;-372,534896461983;8;0,189999999944121
"PG";4;0,001;-373,92972877634;7;0,190000000176951
"PG";4;0,00177827941003892;-375,787409543235;6;0,149999999906868
"PG";4;0,00316227766016838;-377,662445931112;6;0,360000000102445
"PG";4;0,00562341325190349;-379,168540368866;5;0,159999999916181
"PG";4;0,01;-380,181162103604;5;0,139999999897555
"PG";4;0,0177827941003892;-380,736542612768;5;0,160000000149012
"PG";4;0,0316227766016838;-380,923797072732;4;0,119999999878928
"PG";4;0,0562341325190349;-380,817116663939;4;0,110000000102445
"PG";4;0,1;-380,477530394656;4;0,129999999888241
"PG";4;0,177827941003892;-380,005854775527;4;0,120000000111759
"PG";4;0,316227766016838;-379,527736153944;4;0,129999999888241
"PG";4;0,562341325190349;-379,136139420422;4;0,110000000102445
"PG";4;1;-378,859979779772;3;0,119999999878928
"PG";4;1,77827941003892;-378,683156447354;3;0,0800000000745058
"PG";4;3,16227766016838;-378,576240268566;3;0,110000000102445
"PG";4;5,62341325190349;-378,513704627662;3;0,0899999998509884
"PG";4;10;-378,479105989124;6;0,160000000149012
"PG";5;1e-06;-422,6701392321;141;2,62999999988824
"PG";5;1,77827941003892e-06;-401,772828844019;118;1,37000000011176
"PG";5;3,16227766016838e-06;-390,14446236266;90;1,05000000004657
"PG";5;5,62341325190349e-06;-385,294636397948;65;0,760000000009313
"PG";5;1e-05;-384,644997064319;46;0,549999999813735
"PG";5;1,77827941003892e-05;-386,147327505534;33;0,420000000158325
"PG";5;3,16227766016838e-05;-388,499838597369;24;0,53000000002794
"PG";5;5,62341325190349e-05;-390,987675359123;19;0,28000000002794
"PG";5;1e-04;-393,330118435148;14;0,189999999944121
